"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"4528",4528,4528,-98.1777709,47.7656473,4948,"Nelson County Health Sys Hospital","Critical Access Hospital",19,19,NA,0.105984,0,47.765617,-98.177326,0.99,"nearest_street","100","Rogers Ave","McVille","ND","Nelson County",58254,"US","TIGER/Line® dataset from the US Census Bureau","<b>Nelson County Health Sys Hospital</b><br>Nelson County<br>Num Beds: 19<br>Num ICU Beds: NA<br>Bed Util: 0.11<br>Pot. Bed Increases: 0",17,NA
"4529",4529,4529,-85.0741796,43.2160205,4949,"Sheridan Community Hospital","Critical Access Hospital",22,22,NA,0.088418,0,43.215443,-85.074773,0.98,"nearest_street","301","Congress St","Sheridan","MI","Montcalm County",48884,"US","TIGER/Line® dataset from the US Census Bureau","<b>Sheridan Community Hospital</b><br>Montcalm County<br>Num Beds: 22<br>Num ICU Beds: NA<br>Bed Util: 0.09<br>Pot. Bed Increases: 0",20,NA
"4530",4530,4530,-94.1013173,45.2550527,4950,"Community Behavioral Health Hospital - Annandale","Psychiatric Hospital",16,16,NA,0.863527,0,45.253454,-94.102588,0.96,"nearest_street","10159","State Hwy 55","Annandale","MN","Wright County",55302,"US","TIGER/Line® dataset from the US Census Bureau","<b>Community Behavioral Health Hospital - Annandale</b><br>Wright County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.86<br>Pot. Bed Increases: 0",2,NA
"4531",4531,4531,-159.6704512,21.9608529,4951,"Kauai Veterans Memorial Hospital ","Critical Access Hospital",25,45,2,0.417534,20,21.96117,-159.670265,1,"rooftop","9528","Keolewa St","Waimea","HI","Kauai County",96796,"US","Kauai","<b>Kauai Veterans Memorial Hospital </b><br>Kauai County<br>Num Beds: 25<br>Num ICU Beds: 2<br>Bed Util: 0.42<br>Pot. Bed Increases: 20",15,1
"4532",4532,4532,-75.5957858,38.3822841,4952,"Deers Head Hospital Ctr","Long Term Acute Care Hospital",66,66,NA,0.065504,0,38.38192,-75.596449,0.98,"nearest_street","371","Deers Head Hospital Rd","Salisbury","MD","Wicomico County",21801,"US","TIGER/Line® dataset from the US Census Bureau","<b>Deers Head Hospital Ctr</b><br>Wicomico County<br>Num Beds: 66<br>Num ICU Beds: NA<br>Bed Util: 0.07<br>Pot. Bed Increases: 0",62,NA
"4533",4533,4533,-76.0285833,36.8662138,4953,"Virginia Beach Psychiatric Ctr","Psychiatric Hospital",100,100,NA,0.754986,0,36.866328,-76.028069,0.99,"rooftop","1100","1st Colonial Rd","Virginia Beach","VA","Virginia Beach city",23454,"US","Virginia Beach","<b>Virginia Beach Psychiatric Ctr</b><br>Virginia Beach city<br>Num Beds: 100<br>Num ICU Beds: NA<br>Bed Util: 0.75<br>Pot. Bed Increases: 0",25,NA
"4534",4534,4534,-116.2822463,43.6271019,4954,"Lifeways Hospital Boise ","Psychiatric Hospital",16,16,NA,0.5625,0,43.626854,-116.282401,1,"rooftop","8050","W Northview St","Boise","ID","Ada County",83704,"US","City of Boise","<b>Lifeways Hospital Boise </b><br>Ada County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.56<br>Pot. Bed Increases: 0",7,NA
"4535",4535,4535,-106.476105,31.781353,4955,"El Paso Behavioral Health Sys ","Psychiatric Hospital",166,166,NA,0.853705,0,31.780775,-106.475807,0.99,"rooftop","1900","Denver Ave","El Paso","TX","El Paso County",79902,"US","El Paso","<b>El Paso Behavioral Health Sys </b><br>El Paso County<br>Num Beds: 166<br>Num ICU Beds: NA<br>Bed Util: 0.85<br>Pot. Bed Increases: 0",24,NA
"4536",4536,4536,-118.0738133,34.0887274,4956,"BHC Alhambra Hospital","Psychiatric Hospital",97,97,NA,0.933173,0,34.088669,-118.073856,1,"rooftop","4619","Rosemead Blvd","Rosemead","CA","Los Angeles County",91770,"US","Los Angeles County","<b>BHC Alhambra Hospital</b><br>Los Angeles County<br>Num Beds: 97<br>Num ICU Beds: NA<br>Bed Util: 0.93<br>Pot. Bed Increases: 0",6,NA
"4537",4537,4537,-83.6544271,42.2652597,4957,"Select Specialty Hospital - Ann Arbor","Long Term Acute Care Hospital",36,36,NA,0.848478,0,42.265253,-83.654718,1,"rooftop","5301","McAuley Dr","Ypsilanti","MI","Washtenaw County",48198,"US","Semcog","<b>Select Specialty Hospital - Ann Arbor</b><br>Washtenaw County<br>Num Beds: 36<br>Num ICU Beds: NA<br>Bed Util: 0.85<br>Pot. Bed Increases: 0",5,NA
"4538",4538,4538,-95.6917378,29.0478738,4958,"Sweeny Community Hospital","Critical Access Hospital",14,20,NA,0.190411,6,29.048286,-95.691495,0.99,"rooftop","305","N McKinney St","Sweeny","TX","Brazoria County",77480,"US","Statewide Partial","<b>Sweeny Community Hospital</b><br>Brazoria County<br>Num Beds: 14<br>Num ICU Beds: NA<br>Bed Util: 0.19<br>Pot. Bed Increases: 6",11,NA
"4539",4539,4539,-72.8557,41.473,4959,"Gaylord Hospital ","Long Term Acute Care Hospital",137,137,NA,0.8031,0,41.472901,-72.855593,0.99,"nearest_street","43","Gaylord Farm Rd","Wallingford","CT","New Haven County",6492,"US","TIGER/Line® dataset from the US Census Bureau","<b>Gaylord Hospital </b><br>New Haven County<br>Num Beds: 137<br>Num ICU Beds: NA<br>Bed Util: 0.8<br>Pot. Bed Increases: 0",27,NA
"4540",4540,4540,-119.4391826,48.7065956,4960,"North Valley Hospital","Critical Access Hospital",21,21,NA,0.27032,0,48.706261,-119.43827,1,"nearest_street","22","US Hwy 97","Tonasket","WA","Okanogan County",98855,"US","TIGER/Line® dataset from the US Census Bureau","<b>North Valley Hospital</b><br>Okanogan County<br>Num Beds: 21<br>Num ICU Beds: NA<br>Bed Util: 0.27<br>Pot. Bed Increases: 0",15,NA
"4541",4541,4541,-84.6852835,32.8910333,4961,"Roosevelt Warm Springs Long Term Acute Hospital","Long Term Acute Care Hospital",32,32,NA,0.396147,0,32.890653,-84.682912,1,"nearest_street","5950","US Hwy 27 Alt","Warm Springs","GA","Meriwether County",31830,"US","TIGER/Line® dataset from the US Census Bureau","<b>Roosevelt Warm Springs Long Term Acute Hospital</b><br>Meriwether County<br>Num Beds: 32<br>Num ICU Beds: NA<br>Bed Util: 0.4<br>Pot. Bed Increases: 0",19,NA
"4542",4542,4542,-118.1029183,33.8843703,4962,"College Hospital Cerritos","Psychiatric Hospital",187,187,NA,0.935038,0,33.884322,-118.102987,1,"rooftop","10802","College Pl","Cerritos","CA","Los Angeles County",90703,"US","Los Angeles County","<b>College Hospital Cerritos</b><br>Los Angeles County<br>Num Beds: 187<br>Num ICU Beds: NA<br>Bed Util: 0.94<br>Pot. Bed Increases: 0",12,NA
"4543",4543,4543,-100.4681,38.4799,4963,"Lane County Hospital","Critical Access Hospital",25,25,NA,0.620712,0,38.48014,-100.467844,1,"rooftop","145","W Vine St","Dighton","KS","Lane County",67839,"US","Statewide","<b>Lane County Hospital</b><br>Lane County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.62<br>Pot. Bed Increases: 0",9,NA
"4544",4544,4544,-88.5401419,33.8202285,4964,"Monroe Regional Hospital ","Critical Access Hospital",25,35,NA,0.530301,10,33.820262,-88.540936,0.98,"nearest_street","484","S Chestnut St","Aberdeen","MS","Monroe County",39730,"US","TIGER/Line® dataset from the US Census Bureau","<b>Monroe Regional Hospital </b><br>Monroe County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.53<br>Pot. Bed Increases: 10",12,NA
"4545",4545,4545,-93.1029889,44.9583313,4965,"M Health Fairview Bethesda Hospital ","Long Term Acute Care Hospital",114,254,NA,0.743355,140,44.958383,-93.102506,1,"rooftop","559","Capitol Blvd","Saint Paul","MN","Ramsey County",55103,"US","Ramsey","<b>M Health Fairview Bethesda Hospital </b><br>Ramsey County<br>Num Beds: 114<br>Num ICU Beds: NA<br>Bed Util: 0.74<br>Pot. Bed Increases: 140",29,NA
"4546",4546,4546,-91.0949972,30.410489,4966,"Baton Rouge Rehab Hospital","Rehabilitation Hospital",81,81,NA,0.348588,0,30.410391,-91.095108,1,"rooftop","8595","United Plaza Blvd","Baton Rouge","LA","East Baton Rouge Parish",70809,"US","East Baton Rouge Parish","<b>Baton Rouge Rehab Hospital</b><br>East Baton Rouge Parish<br>Num Beds: 81<br>Num ICU Beds: NA<br>Bed Util: 0.35<br>Pot. Bed Increases: 0",53,NA
"4547",4547,4547,-76.781152,39.980599,4967,"Encompass Health Rehabilitation Hospital of York ","Rehabilitation Hospital",90,90,NA,0.545936,0,39.980854,-76.781123,1,"rooftop","1850","Normandie Dr","Shiloh","PA","York County",17408,"US","York","<b>Encompass Health Rehabilitation Hospital of York </b><br>York County<br>Num Beds: 90<br>Num ICU Beds: NA<br>Bed Util: 0.55<br>Pot. Bed Increases: 0",41,NA
"4548",4548,4548,-85.335476,35.0268919,4968,"Moccasin Bend Mental Health Institute","Psychiatric Hospital",150,150,NA,0.742931,0,35.027192,-85.335489,0.99,"nearest_street","101","Moccasin Bend Rd","Chattanooga","TN","Hamilton County",37405,"US","TIGER/Line® dataset from the US Census Bureau","<b>Moccasin Bend Mental Health Institute</b><br>Hamilton County<br>Num Beds: 150<br>Num ICU Beds: NA<br>Bed Util: 0.74<br>Pot. Bed Increases: 0",39,NA
"4549",4549,4549,-91.204341,30.81384,4969,"Eastern Louisiana Mental Health Sys ","Psychiatric Hospital",337,334,NA,0.894192,-3,30.8206,-91.198887,0.92,"nearest_street","3899","Cooks Ln","Jackson","LA","East Feliciana Parish",70748,"US","TIGER/Line® dataset from the US Census Bureau","<b>Eastern Louisiana Mental Health Sys </b><br>East Feliciana Parish<br>Num Beds: 337<br>Num ICU Beds: NA<br>Bed Util: 0.89<br>Pot. Bed Increases: -3",36,NA
"4550",4550,4550,-101.936178,31.233548,4970,"Rankin County Hospital District ","Critical Access Hospital",15,15,NA,0.065571,0,31.233868,-101.936943,0.99,"rooftop","1905","Spur 576","Rankin","TX","Upton County",79778,"US","Upton","<b>Rankin County Hospital District </b><br>Upton County<br>Num Beds: 15<br>Num ICU Beds: NA<br>Bed Util: 0.07<br>Pot. Bed Increases: 0",14,NA
"4551",4551,4551,-95.6302697,36.6966322,4971,"Jane Phillips Nowata Health Ctr","Critical Access Hospital",25,25,NA,0.202491,0,36.695779,-95.62962,1,"nearest_street","307","US Hwy 169","Nowata","OK","Nowata County",74048,"US","TIGER/Line® dataset from the US Census Bureau","<b>Jane Phillips Nowata Health Ctr</b><br>Nowata County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.2<br>Pot. Bed Increases: 0",20,NA
"4552",4552,4552,-77.4508099,37.5707689,4972,"Childrens Hospital of Richmond at VCU - Brook Road Campus","Childrens Hospital",168,168,NA,NA,0,37.570534,-77.450699,1,"rooftop","1200","Sherwood Ave","Richmond","VA","Richmond city",23220,"US","City of Richmond","<b>Childrens Hospital of Richmond at VCU - Brook Road Campus</b><br>Richmond city<br>Num Beds: 168<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"4553",4553,4553,-84.6852835,32.8910333,4973,"Roosevelt Warm Springs Rehabilitation Hospital","Rehabilitation Hospital",52,52,NA,0.33177,0,32.890653,-84.682912,1,"nearest_street","5950","US Hwy 27 Alt","Warm Springs","GA","Meriwether County",31830,"US","TIGER/Line® dataset from the US Census Bureau","<b>Roosevelt Warm Springs Rehabilitation Hospital</b><br>Meriwether County<br>Num Beds: 52<br>Num ICU Beds: NA<br>Bed Util: 0.33<br>Pot. Bed Increases: 0",35,NA
"4554",4554,4554,-99.2941225,43.1821097,4974,"Community Memorial Hospital","Critical Access Hospital",16,16,NA,0.220548,0,43.182109,-99.293999,1,"rooftop","809","Jackson St","Burke","SD","Gregory County",57523,"US","Statewide","<b>Community Memorial Hospital</b><br>Gregory County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.22<br>Pot. Bed Increases: 0",12,NA
"4555",4555,4555,-122.4527168,47.2587434,4975,"MultiCare - Mary Bridge Childrens Hospital","Childrens Hospital",75,75,NA,NA,0,47.258514,-122.452786,1,"rooftop","423","Martin L King Jr Way","Tacoma","WA","Pierce County",98405,"US","Pierce","<b>MultiCare - Mary Bridge Childrens Hospital</b><br>Pierce County<br>Num Beds: 75<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"4556",4556,4556,-102.3493,31.3905,4976,"Crane County Hospital District","Critical Access Hospital",25,25,NA,0.073863,0,31.390257,-102.348876,0.99,"rooftop","1301","S Alford St","Crane","TX","Crane County",79731,"US","Statewide Partial","<b>Crane County Hospital District</b><br>Crane County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.07<br>Pot. Bed Increases: 0",23,NA
"4557",4557,4557,-116.049514,44.5184152,4977,"Cascade Medical Ctr","Critical Access Hospital",8,10,NA,0.051712,2,44.518596,-116.048882,0.98,"nearest_street","505","Lefever Dr","Cascade","ID","Valley County",83611,"US","TIGER/Line® dataset from the US Census Bureau","<b>Cascade Medical Ctr</b><br>Valley County<br>Num Beds: 8<br>Num ICU Beds: NA<br>Bed Util: 0.05<br>Pot. Bed Increases: 2",8,NA
"4558",4558,4558,-101.8162149,33.1672287,4978,"Lynn County Hospital","Critical Access Hospital",25,24,NA,0.20789,-1,33.166502,-101.815327,1,"nearest_street","2419","US Hwy 380","Tahoka","TX","Lynn County",79373,"US","TIGER/Line® dataset from the US Census Bureau","<b>Lynn County Hospital</b><br>Lynn County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.21<br>Pot. Bed Increases: -1",20,NA
"4559",4559,4559,-96.635781,28.969106,4979,"Jackson County Hospital","Critical Access Hospital",25,25,NA,0.115836,0,28.969222,-96.636494,0.98,"nearest_street","1098","Frederick Dr","Edna","TX","Jackson County",77957,"US","TIGER/Line® dataset from the US Census Bureau","<b>Jackson County Hospital</b><br>Jackson County<br>Num Beds: 25<br>Num ICU Beds: NA<br>Bed Util: 0.12<br>Pot. Bed Increases: 0",22,NA
"4560",4560,4560,-84.8824564,39.1112884,4980,"Community Mental Health Ctr","Psychiatric Hospital",16,16,NA,0.503596,0,39.111212,-84.882461,1,"rooftop","285","Bielby Rd","Lawrenceburg","IN","Dearborn County",47025,"US","Statewide","<b>Community Mental Health Ctr</b><br>Dearborn County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.5<br>Pot. Bed Increases: 0",8,NA
"4561",4561,4561,-83.3461268,42.2947545,4981,"Walter P Reuther Psychiatric Hospital","Psychiatric Hospital",180,180,NA,0.930761,0,42.29496,-83.34586,1,"rooftop","30901","Palmer","Westland","MI","Wayne County",48186,"US","Wayne","<b>Walter P Reuther Psychiatric Hospital</b><br>Wayne County<br>Num Beds: 180<br>Num ICU Beds: NA<br>Bed Util: 0.93<br>Pot. Bed Increases: 0",12,NA
"4562",4562,4562,-74.0739353,40.8977754,4982,"Select Specialty Hospital - Northeast New Jersey","Long Term Acute Care Hospital",62,62,NA,0.5019,0,40.897563,-74.073923,1,"rooftop","96","Pkwy","Rochelle Park","NJ","Bergen County",7662,"US","NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)","<b>Select Specialty Hospital - Northeast New Jersey</b><br>Bergen County<br>Num Beds: 62<br>Num ICU Beds: NA<br>Bed Util: 0.5<br>Pot. Bed Increases: 0",31,NA
"4563",4563,4563,-122.3298046,47.626458,4983,"Seattle Cancer Care Alliance","Short Term Acute Care Hospital",20,20,NA,0.918219,0,47.626554,-122.329832,1,"rooftop","1354","Aloha St","Seattle","WA","King County",98109,"US","King","<b>Seattle Cancer Care Alliance</b><br>King County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.92<br>Pot. Bed Increases: 0",2,NA
"4564",4564,4564,-101.7497804,37.5739694,4984,"Stanton County Hospital","Critical Access Hospital",16,18,NA,0.144349,2,37.574225,-101.749958,1,"rooftop","404","N Chestnut St","Johnson","KS","Stanton County",67855,"US","Statewide","<b>Stanton County Hospital</b><br>Stanton County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.14<br>Pot. Bed Increases: 2",14,NA
"4565",4565,4565,-118.6279266,38.5169515,4985,"Mt Grant General Hospital","Critical Access Hospital",11,35,NA,0.620922,24,38.51698,-118.627031,0.99,"rooftop","305","C St","Hawthorne","NV","Mineral County",89415,"US","Mineral","<b>Mt Grant General Hospital</b><br>Mineral County<br>Num Beds: 11<br>Num ICU Beds: NA<br>Bed Util: 0.62<br>Pot. Bed Increases: 24",4,NA
"4566",4566,4566,-111.854716,40.6047904,4986,"Encompass Health Rehabilitation Hospital of Utah ","Rehabilitation Hospital",84,84,NA,0.364188,0,40.604822,-111.854459,1,"rooftop","8074","S 1300 E","Sandy","UT","Salt Lake County",84094,"US","Utah AGRC (and individual UT counties)","<b>Encompass Health Rehabilitation Hospital of Utah </b><br>Salt Lake County<br>Num Beds: 84<br>Num ICU Beds: NA<br>Bed Util: 0.36<br>Pot. Bed Increases: 0",53,NA
"4567",4567,4567,-104.9712862,40.4063177,4987,"Northern Colorado Rehabilitation Hospital","Rehabilitation Hospital",40,40,NA,0.882945,0,40.406248,-104.971322,1,"rooftop","4401","Union St","Loveland","CO","Larimer County",80537,"US","Weld","<b>Northern Colorado Rehabilitation Hospital</b><br>Larimer County<br>Num Beds: 40<br>Num ICU Beds: NA<br>Bed Util: 0.88<br>Pot. Bed Increases: 0",5,NA
"4568",4568,4568,-98.5013548,33.9063056,4988,"Red River Hospital","Psychiatric Hospital",96,96,NA,0.695719,0,33.90649,-98.500597,1,"nearest_street","","US 277","Wichita Falls","TX","Wichita County",76301,"US","TIGER/Line® dataset from the US Census Bureau","<b>Red River Hospital</b><br>Wichita County<br>Num Beds: 96<br>Num ICU Beds: NA<br>Bed Util: 0.7<br>Pot. Bed Increases: 0",29,NA
"4569",4569,4569,-75.2147184,39.999791,4989,"Belmont Behavioral Hospital","Psychiatric Hospital",171,171,NA,0.944977,0,40.00008,-75.214712,1,"rooftop","4200","Monument Rd","Philadelphia","PA","Philadelphia County",19131,"US","Philadelphia","<b>Belmont Behavioral Hospital</b><br>Philadelphia County<br>Num Beds: 171<br>Num ICU Beds: NA<br>Bed Util: 0.94<br>Pot. Bed Increases: 0",9,NA
"4570",4570,4570,-74.860539,39.682305,4990,"Ancora Psychiatric Hospital","Psychiatric Hospital",515,515,NA,0.781072,0,39.678674,-74.863728,0.94,"nearest_street","200","Woodland Dr","Hammonton","NJ","Camden County",8037,"US","TIGER/Line® dataset from the US Census Bureau","<b>Ancora Psychiatric Hospital</b><br>Camden County<br>Num Beds: 515<br>Num ICU Beds: NA<br>Bed Util: 0.78<br>Pot. Bed Increases: 0",113,NA
"4571",4571,4571,-92.3395969,34.749804,4991,"Cornerstone Specialty Hospitals Little Rock ","Long Term Acute Care Hospital",40,40,NA,0.698082,0,34.750396,-92.339242,0.99,"rooftop","2","Saint Vincent Cir","Little Rock","AR","Pulaski County",72205,"US","Pulaski","<b>Cornerstone Specialty Hospitals Little Rock </b><br>Pulaski County<br>Num Beds: 40<br>Num ICU Beds: NA<br>Bed Util: 0.7<br>Pot. Bed Increases: 0",12,NA
"4572",4572,4572,-85.5922971,38.266151,4992,"The Brook Hospital - KMI","Psychiatric Hospital",62,98,NA,0.600088,36,38.266465,-85.592032,0.99,"rooftop","8702","Valeridge Ct","Louisville","KY","Jefferson County",40242,"US","Metro Louisville,  LOJIC partners","<b>The Brook Hospital - KMI</b><br>Jefferson County<br>Num Beds: 62<br>Num ICU Beds: NA<br>Bed Util: 0.6<br>Pot. Bed Increases: 36",25,NA
"4573",4573,4573,-96.8765024,46.8454537,4993,"Vibra Hospital of Fargo ","Long Term Acute Care Hospital",31,31,NA,0.749536,0,46.847544,-96.875875,1,"nearest_street","","I 94","Fargo","ND","Cass County",58104,"US","TIGER/Line® dataset from the US Census Bureau","<b>Vibra Hospital of Fargo </b><br>Cass County<br>Num Beds: 31<br>Num ICU Beds: NA<br>Bed Util: 0.75<br>Pot. Bed Increases: 0",8,NA
"4574",4574,4574,-94.313,35.3413,4994,"Valley Behavioral Health Sys ","Psychiatric Hospital",68,114,NA,0.665189,46,35.341247,-94.313308,1,"rooftop","10301","Mayo Dr","Barling","AR","Sebastian County",72923,"US","Arkansas Geographic Information Office","<b>Valley Behavioral Health Sys </b><br>Sebastian County<br>Num Beds: 68<br>Num ICU Beds: NA<br>Bed Util: 0.67<br>Pot. Bed Increases: 46",23,NA
"4575",4575,4575,-93.3112041,30.8424364,4995,"Oceans Behavioral Hospital Deridder","Psychiatric Hospital",20,20,NA,0.800685,0,30.842364,-93.311687,0.99,"rooftop","1420","Blankenship Dr","Deridder","LA","Beauregard Parish",70634,"US","Beauregard","<b>Oceans Behavioral Hospital Deridder</b><br>Beauregard Parish<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.8<br>Pot. Bed Increases: 0",4,NA
"4576",4576,4576,-94.7304434,32.5008276,4996,"Select Specialty Hospital - Longview","Long Term Acute Care Hospital",32,32,NA,0.668664,0,32.500863,-94.730171,1,"rooftop","700","E Marshall Ave","Longview","TX","Gregg County",75601,"US","City of Longview","<b>Select Specialty Hospital - Longview</b><br>Gregg County<br>Num Beds: 32<br>Num ICU Beds: NA<br>Bed Util: 0.67<br>Pot. Bed Increases: 0",11,NA
"4577",4577,4577,-117.8310512,33.7475269,4997,"Encompass Health Rehabilitation Hospital of Tustin ","Rehabilitation Hospital",48,48,NA,0.785959,0,33.747346,-117.831102,1,"rooftop","14851","Yorba St","Tustin","CA","Orange County",92780,"US","Orange County","<b>Encompass Health Rehabilitation Hospital of Tustin </b><br>Orange County<br>Num Beds: 48<br>Num ICU Beds: NA<br>Bed Util: 0.79<br>Pot. Bed Increases: 0",10,NA
"4578",4578,4578,-86.3278932,41.3568901,4998,"Michiana Behavioral Health","Psychiatric Hospital",51,51,NA,0.702444,0,41.356409,-86.32876,0.99,"rooftop","1800","N Oak Dr","Plymouth","IN","Marshall County",46563,"US","Statewide","<b>Michiana Behavioral Health</b><br>Marshall County<br>Num Beds: 51<br>Num ICU Beds: NA<br>Bed Util: 0.7<br>Pot. Bed Increases: 0",15,NA
